date,site,sales,units_sold,unit_price,order_id,product id
01/01/2019,Amazon Seller Central - UK,23.32,2,13.99,1337,524
01/01/2019,Amazon Seller Central - UK,37.49,1,44.99,187,569
01/01/2019,Amazon Seller Central - UK,37.49,1,44.99,19222,569
01/01/2019,Amazon Seller Central - UK,19.16,1,22.99,1418,555
01/01/2019,Amazon Seller Central - UK,20.83,1,24.99,31324,209
01/01/2019,Amazon Seller Central - UK,12.49,1,14.99,16462,143
01/01/2019,Amazon Seller Central - UK,29.16,1,34.99,29926,211
01/01/2019,Amazon Seller Central - UK,45.83,1,54.99,35133,115
01/01/2019,Amazon Seller Central - UK,45.83,1,54.99,28752,115
01/01/2019,Amazon Seller Central - UK,41.66,1,49.99,36245,464
01/01/2019,Amazon Seller Central - UK,70.83,1,84.99,23574,152
01/01/2019,Amazon Seller Central - UK,16.66,1,19.99,32871,346
01/01/2019,Amazon Seller Central - UK,16.66,1,19.99,15189,346
01/01/2019,Amazon Seller Central - UK,31.66,1,37.99,37191,367
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,37630,453
01/01/2019,Amazon Seller Central - UK,43.33,1,51.99,1630,265
01/01/2019,Amazon Seller Central - UK,83.32,2,49.99,28801,261
01/01/2019,Amazon Seller Central - UK,43.33,1,51.99,25667,265
01/01/2019,Amazon Seller Central - UK,43.33,1,51.99,34385,265
01/01/2019,Amazon Seller Central - UK,29.16,1,34.99,21424,497
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,31001,43
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,4512,43
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,2153,43
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,29511,45
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,30614,44
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,3063,49
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,36404,44
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,561,491
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,1789,491
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,38338,491
01/01/2019,Amazon Seller Central - UK,11.66,1,13.99,1564,96
01/01/2019,Amazon Seller Central - UK,45.83,1,54.99,30279,170
01/01/2019,Amazon Seller Central - UK,9.58,1,11.5,18861,701
01/01/2019,Amazon Seller Central - UK,10.83,1,12.99,37698,712
01/01/2019,Amazon Seller Central - UK,8.33,1,9.99,32885,675
01/01/2019,Amazon Seller Central - UK,70.83,1,84.99,17354,568
01/01/2019,Amazon Seller Central - UK,70.83,1,84.99,39028,568
01/01/2019,Amazon Seller Central - UK,70.83,1,84.99,20978,568
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,4181,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,18869,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,23229,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,1952,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,38049,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,3678,561
01/01/2019,Amazon Seller Central - UK,58.33,1,69.99,35037,561
01/01/2019,Amazon Seller Central - UK,99.99,1,119.99,26844,125
01/01/2019,Amazon Seller Central - UK,49.99,1,59.99,23944,598
01/01/2019,Amazon Seller Central - UK,10.83,1,12.99,31343,93
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,24833,510
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,321,510
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,17669,510
01/01/2019,Amazon Seller Central - UK,29.16,1,34.99,33119,542
01/01/2019,Amazon Seller Central - UK,104.16,1,124.99,33949,459
01/01/2019,Amazon Seller Central - UK,104.16,1,124.99,33464,459
01/01/2019,Amazon Seller Central - UK,104.16,1,124.99,29046,459
01/01/2019,Amazon Seller Central - UK,49.98,2,29.99,16232,470
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,3952,461
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,14924,461
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,27296,461
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,32011,461
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,1515,461
01/01/2019,Amazon Seller Central - UK,108.33,1,129.99,19041,461
01/01/2019,Amazon Seller Central - UK,10.83,1,12.99,3254,575
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,4017,556
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,4634,556
01/01/2019,Amazon Seller Central - UK,24.99,1,29.99,23465,556
01/01/2019,Amazon Seller Central - UK,8.33,1,9.99,34078,39
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,4762,549
01/01/2019,Amazon Seller Central - UK,14.16,1,16.99,15947,91
01/01/2019,Amazon Seller Central - UK,14.16,1,16.99,22843,91
01/01/2019,Amazon Seller Central - UK,14.16,1,16.99,33861,91
01/01/2019,Amazon Seller Central - UK,14.16,1,16.99,3208,91
01/01/2019,Amazon Seller Central - UK,14.16,1,16.99,17412,92
01/01/2019,Amazon Seller Central - UK,5.83,1,6.99,29453,129
01/01/2019,Amazon Seller Central - UK,37.49,1,44.99,16722,197
01/01/2019,Amazon Seller Central - UK,133.33,1,159.99,24193,564
01/01/2019,Amazon Seller Central - UK,12.49,1,14.99,30315,83
01/01/2019,Amazon Seller Central - UK,12.49,1,14.99,3412,83
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,22360,111
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,21692,114
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,29671,112
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,28956,112
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,1743,113
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,31105,113
01/01/2019,Amazon Seller Central - UK,33.33,1,39.99,36133,113
01/01/2019,eBay Fixed Price UK,54.16,1,64.99,6219,517
01/01/2019,eBay Fixed Price UK,70.83,1,84.99,6232,152
01/01/2019,eBay Fixed Price UK,74.99,1,89.99,6218,610
01/01/2019,eBay Fixed Price UK,74.99,1,89.99,6233,610
01/01/2019,eBay Fixed Price UK,4.16,1,4.99,6221,676
01/01/2019,eBay Fixed Price UK,5.83,1,6.99,6196,438
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6217,44
01/01/2019,eBay Fixed Price UK,6.66,1,7.99,6212,675
01/01/2019,eBay Fixed Price UK,16.66,1,19.99,6231,509
01/01/2019,eBay Fixed Price UK,141.66,1,169.99,6229,123
01/01/2019,eBay Fixed Price UK,24.99,1,29.99,6215,508
01/01/2019,ManoMano UK,23.32,1,27.99,44423,513
01/01/2019,ManoMano UK,45.82,1,54.99,44421,116
01/01/2019,ManoMano UK,37.49,1,44.99,44428,197
01/01/2019,Amazon Seller Central - DE,105.16,1,125.14,39340,515
01/01/2019,Amazon Seller Central - DE,16.09,1,19.14,39866,693
01/01/2019,Amazon Seller Central - DE,52.62,1,62.62,39557,170
01/01/2019,Amazon Seller Central - DE,35.33,1,42.04,4983,80
01/01/2019,Amazon Seller Central - DE,39.84,1,47.41,39348,506
01/01/2019,Amazon Seller Central - DE,7.52,1,8.95,40396,664
01/01/2019,Amazon Seller Central - DE,90.2,1,107.34,39772,316
01/01/2019,eBay Fixed Price DE,37.59,1,44.73,6223,54
01/01/2019,eBay Fixed Price DE,75.17,1,89.45,6199,337
01/01/2019,ManoMano DE,86.44,1,102.87,44426,152
02/01/2019,Amazon Seller Central - IT,171.87,1,209.68,41257,307
02/01/2019,Amazon Seller Central - IT,51.33,1,62.62,44273,170
02/01/2019,Amazon Seller Central - IT,36.66,1,44.73,6126,43
02/01/2019,Amazon Seller Central - IT,14.66,1,17.89,42176,101
02/01/2019,Amazon Seller Central - IT,19.28,1,23.53,43659,442
02/01/2019,ManoMano IT,34.46,1,42.04,44443,549
02/01/2019,ManoMano IT,80.65,1,98.4,44433,413
02/01/2019,ManoMano IT,80.65,1,98.4,44434,413
02/01/2019,ManoMano IT,24.19,1,29.52,44440,210
02/01/2019,Amazon Seller Central - ES,44.14,1,53.4,41879,498
02/01/2019,Amazon Seller Central - ES,43.17,1,52.24,42208,60
02/01/2019,ManoMano ES,51.75,1,62.62,44431,512
02/01/2019,ManoMano ES,51.75,1,62.62,44432,512
02/01/2019,ManoMano ES,81.31,1,98.4,44437,152
01/01/2019,eBay Fixed Price UK,29.16,1,34.99,6211,302
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6230,52
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6205,54
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6224,51
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6225,51
01/01/2019,eBay Fixed Price UK,99.99,1,119.99,6197,390
01/01/2019,eBay Fixed Price UK,13.33,1,15.99,6195,121
01/01/2019,eBay Fixed Price UK,37.49,1,44.99,6227,599
01/01/2019,eBay Fixed Price UK,66.66,1,79.99,6201,519
01/01/2019,eBay Fixed Price UK,8.33,1,9.99,6193,672
01/01/2019,eBay Fixed Price UK,10.83,1,12.99,6216,154
01/01/2019,eBay Fixed Price UK,10.83,1,12.99,6220,93
01/01/2019,eBay Fixed Price UK,12.49,1,14.99,6207,98
01/01/2019,eBay Fixed Price UK,12.49,1,14.99,6210,98
01/01/2019,eBay Fixed Price UK,12.49,1,14.99,6226,98
01/01/2019,eBay Fixed Price UK,16.66,1,19.99,6208,90
01/01/2019,eBay Fixed Price UK,16.66,1,19.99,6214,90
01/01/2019,eBay Fixed Price UK,45.83,1,54.99,6213,557
01/01/2019,eBay Fixed Price UK,16.66,1,19.99,6202,559
01/01/2019,eBay Fixed Price UK,16.66,1,19.99,6222,559
01/01/2019,eBay Fixed Price UK,49.99,1,59.99,6198,486
01/01/2019,eBay Fixed Price UK,19.16,1,22.99,6211,608
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6203,422
01/01/2019,eBay Fixed Price UK,33.33,1,39.99,6204,422
01/01/2019,eBay Fixed Price UK,23.33,2,14,6206,662
01/01/2019,eBay Fixed Price UK,37.49,1,44.99,6200,197
01/01/2019,eBay Fixed Price UK,37.49,1,44.99,6209,197
01/01/2019,,,,,,
01/01/2019,ManoMano UK,141.65,1,169.99,44427,123
01/01/2019,ManoMano UK,70.82,1,84.99,44420,342
01/01/2019,ManoMano UK,566.64,2,339.99,44424,324
02/01/2019,Amazon Seller Central - FR,384.65,1,384.65,43301,428
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,42638,52
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,6141,43
02/01/2019,Amazon Seller Central - FR,49.2,1,49.2,42742,51
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,43841,80
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,43702,637
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,43758,637
02/01/2019,Amazon Seller Central - FR,59.04,1,59.04,41784,313
02/01/2019,Amazon Seller Central - FR,44.73,1,44.73,44007,50
02/01/2019,Amazon Seller Central - FR,84.53,1,84.53,42890,691
02/01/2019,Amazon Seller Central - FR,178.91,1,178.91,41238,564
02/01/2019,eBay Prix Fixe FR,47.41,1,47.41,6246,522
02/01/2019,ManoMano FR,12.82,1,15.39,44446,669
02/01/2019,ManoMano FR,41,1,49.2,44442,367
02/01/2019,ManoMano FR,37.27,1,44.73,44448,44
02/01/2019,ManoMano FR,41,1,49.2,44438,51
02/01/2019,ManoMano FR,20.35,1,24.42,44447,729
02/01/2019,ManoMano FR,42.34,1,50.81,44439,502
02/01/2019,Amazon Seller Central - UK,26.66,1,31.99,30338,690
02/01/2019,Amazon Seller Central - UK,26.66,1,31.99,31973,690
02/01/2019,Amazon Seller Central - UK,43.33,1,51.99,34940,692
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,38178,691
02/01/2019,Amazon Seller Central - UK,54.16,1,64.99,20965,517
02/01/2019,Amazon Seller Central - UK,54.16,1,64.99,33082,517
02/01/2019,Amazon Seller Central - UK,54.16,1,64.99,37326,517
02/01/2019,Amazon Seller Central - UK,54.16,1,64.99,243,517
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,33549,346
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,38365,347
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,37445,347
02/01/2019,Amazon Seller Central - UK,49.99,1,59.99,28057,518
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,35421,505
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,34868,505
02/01/2019,Amazon Seller Central - UK,5,1,6,864,676
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,23917,453
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,16215,453
02/01/2019,Amazon Seller Central - UK,41.66,1,49.99,21271,261
02/01/2019,Amazon Seller Central - UK,41.66,1,49.99,30133,262
02/01/2019,Amazon Seller Central - UK,43.33,1,51.99,2877,265
02/01/2019,Amazon Seller Central - UK,43.33,1,51.99,28585,265
02/01/2019,Amazon Seller Central - UK,29.16,1,34.99,19597,497
02/01/2019,Amazon Seller Central - UK,29.16,1,34.99,21408,497
02/01/2019,Amazon Seller Central - UK,10.83,1,12.99,16307,669
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,23195,43
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,21116,49
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,28359,491
02/01/2019,Amazon Seller Central - UK,11.66,1,13.99,36309,96
02/01/2019,Amazon Seller Central - UK,11.66,1,13.99,25694,96
02/01/2019,Amazon Seller Central - UK,31.66,1,37.99,4718,169
02/01/2019,Amazon Seller Central - UK,4.99,1,5.99,38708,704
02/01/2019,Amazon Seller Central - UK,10.83,1,12.99,17480,708
02/01/2019,Amazon Seller Central - UK,9.16,1,10.99,2615,703
02/01/2019,Amazon Seller Central - UK,8.33,1,9.99,18071,675
02/01/2019,Amazon Seller Central - UK,8.33,1,9.99,38985,675
02/01/2019,Amazon Seller Central - UK,49.99,1,59.99,27619,482
02/01/2019,Amazon Seller Central - UK,18.33,1,21.99,15799,206
02/01/2019,Amazon Seller Central - UK,19.16,1,22.99,20526,208
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,19801,67
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,3894,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,20108,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,26767,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,25636,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,35512,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,19481,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,29250,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,29810,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,32116,509
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,29088,509
02/01/2019,Amazon Seller Central - UK,120.83,1,144.99,16858,140
02/01/2019,Amazon Seller Central - UK,19.16,1,22.99,236,520
02/01/2019,Amazon Seller Central - UK,74.99,1,89.99,26111,515
02/01/2019,Amazon Seller Central - UK,21.66,1,25.99,25058,521
02/01/2019,Amazon Seller Central - UK,21.66,1,25.99,3550,521
02/01/2019,Amazon Seller Central - UK,21.66,1,25.99,35267,521
02/01/2019,Amazon Seller Central - UK,18.33,1,21.99,31499,210
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,21236,507
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,35242,507
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,27235,507
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,14796,508
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,26543,562
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,19109,562
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,19129,50
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,4294,52
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,34565,52
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,19974,54
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,29510,52
02/01/2019,Amazon Seller Central - UK,66.65,2,39.99,28147,53
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,17000,51
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,24698,52
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,31404,51
02/01/2019,Amazon Seller Central - UK,108.33,1,129.99,25337,390
02/01/2019,Amazon Seller Central - UK,21.66,1,25.99,36592,624
02/01/2019,Amazon Seller Central - UK,108.33,1,129.99,21160,322
02/01/2019,Amazon Seller Central - UK,108.33,1,129.99,27404,322
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,33939,599
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,3175,599
02/01/2019,Amazon Seller Central - UK,45.83,1,54.99,1169,563
02/01/2019,Amazon Seller Central - UK,45.83,1,54.99,19368,563
02/01/2019,Amazon Seller Central - UK,45.83,1,54.99,31555,563
02/01/2019,Amazon Seller Central - UK,70.83,1,84.99,29496,519
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,19635,32
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,18977,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,26601,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,24436,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,21299,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,3704,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,17050,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,32194,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,18521,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,34737,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,28748,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,37111,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,1118,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,22112,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,31861,561
07/01/2019,ManoMano FR,456.91,3,182.77,44525,306
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,15057,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,1117,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,27512,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,2809,561
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,16490,561
02/01/2019,Amazon Seller Central - UK,9.16,1,10.99,19854,119
02/01/2019,Amazon Seller Central - UK,18.33,1,21.99,38527,95
02/01/2019,Amazon Seller Central - UK,10.83,1,12.99,35150,93
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,27266,539
02/01/2019,Amazon Seller Central - UK,20.83,1,24.99,20401,541
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,31454,523
02/01/2019,Amazon Seller Central - UK,24.99,1,29.99,33362,523
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,446,98
02/01/2019,Amazon Seller Central - UK,108.33,1,129.99,16457,461
02/01/2019,Amazon Seller Central - UK,10.83,1,12.99,25587,575
02/01/2019,Amazon Seller Central - UK,124.99,1,149.99,25984,166
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,32070,529
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,26027,529
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,600,529
02/01/2019,Amazon Seller Central - UK,19.16,1,22.99,16795,531
02/01/2019,Amazon Seller Central - UK,19.16,1,22.99,34832,531
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,26809,532
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,22486,532
02/01/2019,Amazon Seller Central - UK,8.33,1,9.99,35793,533
02/01/2019,Amazon Seller Central - UK,10.83,1,12.99,20918,103
02/01/2019,Amazon Seller Central - UK,20.83,1,24.99,18357,89
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,951,90
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,16437,90
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,22669,90
02/01/2019,Amazon Seller Central - UK,14.99,1,17.99,27582,90
02/01/2019,Amazon Seller Central - UK,124.98,2,74.99,37444,220
02/01/2019,Amazon Seller Central - UK,13.33,1,15.99,3330,700
02/01/2019,Amazon Seller Central - UK,13.33,1,15.99,4844,700
02/01/2019,Amazon Seller Central - UK,137.49,1,164.99,39003,307
02/01/2019,Amazon Seller Central - UK,45.83,1,54.99,27834,557
02/01/2019,Amazon Seller Central - UK,8.33,1,9.99,4801,570
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,20712,605
02/01/2019,Amazon Seller Central - UK,16.66,1,19.99,25295,605
02/01/2019,Amazon Seller Central - UK,11.66,1,13.99,36405,524
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,252,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,23600,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,21589,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,32600,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,31106,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,16494,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,32540,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,31554,569
02/01/2019,Amazon Seller Central - UK,37.49,1,44.99,15317,569
02/01/2019,Amazon Seller Central - UK,19.16,1,22.99,24960,555
02/01/2019,Amazon Seller Central - UK,7.48,1,8.98,33235,716
02/01/2019,Amazon Seller Central - UK,20.83,1,24.99,32524,209
02/01/2019,Amazon Seller Central - UK,12.49,1,14.99,1247,535
02/01/2019,Amazon Seller Central - UK,58.33,1,69.99,20401,552
02/01/2019,Amazon Seller Central - UK,41.66,1,49.99,28370,216
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,27266,549
02/01/2019,Amazon Seller Central - UK,33.33,1,39.99,38988,549
02/01/2019,eBay Fixed Price UK,33.33,1,39.99,6263,496
02/01/2019,eBay Fixed Price UK,6.66,1,7.99,6236,48
02/01/2019,eBay Fixed Price UK,6.66,1,7.99,6261,48
02/01/2019,eBay Fixed Price UK,22.49,1,26.99,6267,713
02/01/2019,eBay Fixed Price UK,6.66,1,7.99,6250,675
02/01/2019,eBay Fixed Price UK,49.99,1,59.99,6256,482
02/01/2019,eBay Fixed Price UK,70.83,1,84.99,6234,342
02/01/2019,eBay Fixed Price UK,70.83,1,84.99,6244,342
02/01/2019,eBay Fixed Price UK,4.99,1,5.99,6273,149
02/01/2019,eBay Fixed Price UK,14.99,1,17.99,6268,189
02/01/2019,eBay Fixed Price UK,87.49,1,104.99,6258,354
02/01/2019,eBay Fixed Price UK,33.33,1,39.99,6265,52
02/01/2019,eBay Fixed Price UK,33.33,1,39.99,6251,53
02/01/2019,eBay Fixed Price UK,183.33,1,219.99,6245,4
02/01/2019,eBay Fixed Price UK,58.33,1,69.99,6260,561
02/01/2019,eBay Fixed Price UK,99.99,1,119.99,6270,125
02/01/2019,eBay Fixed Price UK,20.83,1,24.99,6264,500
02/01/2019,eBay Fixed Price UK,12.49,1,14.99,6241,97
02/01/2019,eBay Fixed Price UK,10.83,1,12.99,6252,154
02/01/2019,eBay Fixed Price UK,8.33,1,9.99,6266,119
02/01/2019,eBay Fixed Price UK,10.83,1,12.99,6269,93
02/01/2019,eBay Fixed Price UK,4.16,1,4.99,6240,673
02/01/2019,eBay Fixed Price UK,99.99,1,119.99,6235,461
02/01/2019,eBay Fixed Price UK,99.99,1,119.99,6259,461
02/01/2019,eBay Fixed Price UK,10.83,1,12.99,6262,102
02/01/2019,eBay Fixed Price UK,9.99,1,11.99,6243,103
02/01/2019,eBay Fixed Price UK,49.98,2,29.99,6254,583
02/01/2019,eBay Fixed Price UK,19.16,1,22.99,6247,555
02/01/2019,eBay Fixed Price UK,12.49,1,14.99,6248,535
02/01/2019,eBay Fixed Price UK,16.65,2,9.99,6253,328
02/01/2019,Fruugo UK,33.33,1,33.33,44291,43
02/01/2019,Fruugo UK,8.33,1,8.33,44292,47
